Orig;dest;flow
RMGV - Serra;  Governador Lindemberg;0
RMGV - Viana;  Governador Lindemberg;0
RMGV - Vila Velha;  Governador Lindemberg;0
RMGV - Vitoria;  Governador Lindemberg;0
RMGV;  Ibatiba;0
desconhecido - BA;  Ibatiba;0
desconhecido - CE;  Ibatiba;0
desconhecido - MA;  Ibatiba;0
desconhecido - MG;  Ibatiba;0
desconhecido - PE;  Ibatiba;0
desconhecido - PI;  Ibatiba;0
desconhecido - PR;  Ibatiba;0
  Santa Luzia do norte;  Ibatiba;0
 Almadino;  Ibatiba;0
 Aurelino Leal;  Ibatiba;0
 Camacan;  Ibatiba;0
 Canavieiras;  Ibatiba;0
 Caravelas;  Ibatiba;0
 Carlos Chagas;  Ibatiba;0
 Eunapolis;  Ibatiba;0
 Guaratinga;  Ibatiba;0
 Ibicarai;  Ibatiba;0
 Ilheus;  Ibatiba;0
 Itabuna;  Ibatiba;0
 Itajuipe;  Ibatiba;0
 Itamaraju;  Ibatiba;0
 Itanhem;  Ibatiba;0
 Itapemirim;  Ibatiba;0
 Itubera;  Ibatiba;0
 Medeiros Neto;  Ibatiba;0
 Mucuri;  Ibatiba;0
 Nova Itarana;  Ibatiba;0
 Nova Viçosa;  Ibatiba;0
 Oruçu;  Ibatiba;0
 Paulo Afonso;  Ibatiba;0
 Porto Seguro;  Ibatiba;0
 Potiragua;  Ibatiba;0
 Prado;  Ibatiba;0
 Salvador;  Ibatiba;0
 Teixeira de Freitas;  Ibatiba;0
 Una;  Ibatiba;0
 Uruçuba;  Ibatiba;0
 Valencia;  Ibatiba;0
 Vitoria da Conquista;  Ibatiba;0
 Acopiara;  Ibatiba;0
 Goiania;  Ibatiba;0
 Araujos;  Ibatiba;0
 Imperatriz;  Ibatiba;0
 Sao Luis;  Ibatiba;0
   Aimorés;  Ibatiba;0
   Belo Horizonte;  Ibatiba;0
   Bertopolis;  Ibatiba;0
   Cachoeira da Prata;  Ibatiba;0
   Caete;  Ibatiba;0
   Carangola;  Ibatiba;0
   Caratinga;  Ibatiba;0
   Conceiçao Capim;  Ibatiba;0
   Conselheiro Pena;  Ibatiba;0
   Governador Valadares;  Ibatiba;0
   Iapu;  Ibatiba;0
   Ipatinga;  Ibatiba;0
   Itabira;  Ibatiba;0
   Itabirim de Mantena;  Ibatiba;0
   Itanhomi;  Ibatiba;0
   Itauna;  Ibatiba;0
   Januaria;  Ibatiba;0
   Joao Monlevade;  Ibatiba;0
   Juaima;  Ibatiba;0
   Ladainha;  Ibatiba;0
   Lajinhas;  Ibatiba;0
   Mantena;  Ibatiba;0
   Mantenopolis;  Ibatiba;0
   Matipo;  Ibatiba;0
   Miradouro;  Ibatiba;0
   Mirai;  Ibatiba;0
   Mutum;  Ibatiba;0
   Nanuque;  Ibatiba;0
   Nova Era;  Ibatiba;0
   Nova Lima;  Ibatiba;0
   Ouro Branco;  Ibatiba;0
   Pocrane;  Ibatiba;0
   Resplendor;  Ibatiba;0
   Rio Casca;  Ibatiba;0
   Salto da Divisa;  Ibatiba;0
   Santa Luzia;  Ibatiba;0
   Santo Antonio de Pádua;  Ibatiba;0
   Sao Manoel de Mutu;  Ibatiba;0
   Teofilo Otoni;  Ibatiba;0
   Timoteo;  Ibatiba;0
   Ubaitaba;  Ibatiba;0
   Valadares;  Ibatiba;0
   Varginha;  Ibatiba;0
  Paraiba;  Ibatiba;0
  Jatoba;  Ibatiba;0
  Recife;  Ibatiba;0
  Parnaíba;  Ibatiba;0
  Campos Dos Goytacazes;  Ibatiba;0
  Casemiro De Abreu;  Ibatiba;0
  Mage;  Ibatiba;0
  Miguel Pereira;  Ibatiba;0
  Nova Iguaçu;  Ibatiba;0
  Parati;  Ibatiba;0
  Penha;  Ibatiba;0
  Rio de Janeiro;  Ibatiba;0
  Volta Redonda;  Ibatiba;0
  Natal;  Ibatiba;0
  Cachoeiro do Sul;  Ibatiba;0
  Guaibes;  Ibatiba;0
  Santa Barbara do Oeste;  Ibatiba;0
  Santo Andre;  Ibatiba;0
  Sao Paulo;  Ibatiba;0
 Cajueiro;  Ibatiba;0
 Itapebi;  Ibatiba;0
  Afonso Claudio;  Ibatiba;0
  Aguia Branca;  Ibatiba;0
  Apiaca;  Ibatiba;0
  Aracruz;  Ibatiba;0
  Baixo Guandu;  Ibatiba;0
  Barra de São Francisco;  Ibatiba;0
  Cachoeiro de Itapemirim;  Ibatiba;0
  Castelo;  Ibatiba;0
  Colatina;  Ibatiba;0
  Conceicao da Barra;  Ibatiba;0
  Conselheiro Pena;  Ibatiba;0
  Domingos Martins;  Ibatiba;0
  Ecoporanga;  Ibatiba;0
  Governador Lindemberg;  Ibatiba;0
  Ibatiba;  Ibatiba;0
  Ibiraçu;  Ibatiba;0
  Itaguacu;  Ibatiba;0
  Itaunas;  Ibatiba;0
  Jerônimo Monteiro;  Ibatiba;0
  Joao Neiva;  Ibatiba;0
  Laranja da Terra;  Ibatiba;0
  Linhares;  Ibatiba;0
  Marataizes;  Ibatiba;0
  Montanha;  Ibatiba;0
  Muniz Freire;  Ibatiba;0
  Nova Venécia;  Ibatiba;0
  Pancas;  Ibatiba;0
  Pinheiros;  Ibatiba;0
  Presidente Kennedy;  Ibatiba;0
  Santa Leopoldina;  Ibatiba;0
  Santa Teresa;  Ibatiba;0
  Sao Gabriel da Palha;  Ibatiba;0
  Sao Mateus;  Ibatiba;0
  Vila Pavao;  Ibatiba;0
RMGV - Cariacica;  Ibatiba;0
RMGV - Fundao;  Ibatiba;0
RMGV - Serra;  Ibatiba;0
RMGV - Viana;  Ibatiba;0
RMGV - Vila Velha;  Ibatiba;0
RMGV - Vitoria;  Ibatiba;0
RMGV;  Itaguacu;0
desconhecido - BA;  Itaguacu;0
desconhecido - CE;  Itaguacu;0
desconhecido - MA;  Itaguacu;0
desconhecido - MG;  Itaguacu;0
desconhecido - PE;  Itaguacu;0
desconhecido - PI;  Itaguacu;0
desconhecido - PR;  Itaguacu;0
  Santa Luzia do norte;  Itaguacu;0
 Almadino;  Itaguacu;0
 Aurelino Leal;  Itaguacu;0
 Camacan;  Itaguacu;0
 Canavieiras;  Itaguacu;0
 Caravelas;  Itaguacu;0
 Carlos Chagas;  Itaguacu;0
 Eunapolis;  Itaguacu;0
 Guaratinga;  Itaguacu;0
 Ibicarai;  Itaguacu;0
 Ilheus;  Itaguacu;0
 Itabuna;  Itaguacu;0
 Itajuipe;  Itaguacu;0
 Itamaraju;  Itaguacu;0
 Itanhem;  Itaguacu;0
 Itapemirim;  Itaguacu;0
 Itubera;  Itaguacu;0
 Medeiros Neto;  Itaguacu;0
 Mucuri;  Itaguacu;0
 Nova Itarana;  Itaguacu;0
 Nova Viçosa;  Itaguacu;0
 Oruçu;  Itaguacu;0
 Paulo Afonso;  Itaguacu;0
 Porto Seguro;  Itaguacu;0
 Potiragua;  Itaguacu;0
 Prado;  Itaguacu;0
 Salvador;  Itaguacu;0
 Teixeira de Freitas;  Itaguacu;0
 Una;  Itaguacu;0
 Uruçuba;  Itaguacu;0
 Valencia;  Itaguacu;0
 Vitoria da Conquista;  Itaguacu;0
 Acopiara;  Itaguacu;0
 Goiania;  Itaguacu;0
 Araujos;  Itaguacu;0
 Imperatriz;  Itaguacu;0
 Sao Luis;  Itaguacu;0
   Aimorés;  Itaguacu;0
   Belo Horizonte;  Itaguacu;0
   Bertopolis;  Itaguacu;0
   Cachoeira da Prata;  Itaguacu;0
   Caete;  Itaguacu;0
   Carangola;  Itaguacu;0
   Caratinga;  Itaguacu;0
   Conceiçao Capim;  Itaguacu;0
   Conselheiro Pena;  Itaguacu;0
   Governador Valadares;  Itaguacu;0
   Iapu;  Itaguacu;0
   Ipatinga;  Itaguacu;0
   Itabira;  Itaguacu;0
   Itabirim de Mantena;  Itaguacu;0
   Itanhomi;  Itaguacu;0
   Itauna;  Itaguacu;0
   Januaria;  Itaguacu;0
   Joao Monlevade;  Itaguacu;0
   Juaima;  Itaguacu;0
   Ladainha;  Itaguacu;0
   Lajinhas;  Itaguacu;0
   Mantena;  Itaguacu;0
   Mantenopolis;  Itaguacu;0
   Matipo;  Itaguacu;0
   Miradouro;  Itaguacu;0
   Mirai;  Itaguacu;0
   Mutum;  Itaguacu;0
   Nanuque;  Itaguacu;0
   Nova Era;  Itaguacu;0
   Nova Lima;  Itaguacu;0
   Ouro Branco;  Itaguacu;0
   Pocrane;  Itaguacu;0
   Resplendor;  Itaguacu;0
   Rio Casca;  Itaguacu;0
   Salto da Divisa;  Itaguacu;0
   Santa Luzia;  Itaguacu;0
   Santo Antonio de Pádua;  Itaguacu;0
   Sao Manoel de Mutu;  Itaguacu;0
   Teofilo Otoni;  Itaguacu;0
   Timoteo;  Itaguacu;0
   Ubaitaba;  Itaguacu;0
   Valadares;  Itaguacu;0
   Varginha;  Itaguacu;0
  Paraiba;  Itaguacu;0
  Jatoba;  Itaguacu;0
  Recife;  Itaguacu;0
  Parnaíba;  Itaguacu;0
  Campos Dos Goytacazes;  Itaguacu;0
  Casemiro De Abreu;  Itaguacu;0
  Mage;  Itaguacu;0
  Miguel Pereira;  Itaguacu;0
  Nova Iguaçu;  Itaguacu;0
  Parati;  Itaguacu;0
  Penha;  Itaguacu;0
  Rio de Janeiro;  Itaguacu;0
  Volta Redonda;  Itaguacu;0
  Natal;  Itaguacu;0
  Cachoeiro do Sul;  Itaguacu;0
  Guaibes;  Itaguacu;0
  Santa Barbara do Oeste;  Itaguacu;0
  Santo Andre;  Itaguacu;0
  Sao Paulo;  Itaguacu;0
 Cajueiro;  Itaguacu;0
 Itapebi;  Itaguacu;0
  Afonso Claudio;  Itaguacu;0
  Aguia Branca;  Itaguacu;0
  Apiaca;  Itaguacu;0
  Aracruz;  Itaguacu;0
  Baixo Guandu;  Itaguacu;0
  Barra de São Francisco;  Itaguacu;0
  Cachoeiro de Itapemirim;  Itaguacu;0
  Castelo;  Itaguacu;0
  Colatina;  Itaguacu;0
  Conceicao da Barra;  Itaguacu;0
  Conselheiro Pena;  Itaguacu;0
  Domingos Martins;  Itaguacu;0
  Ecoporanga;  Itaguacu;0
  Governador Lindemberg;  Itaguacu;0
  Ibatiba;  Itaguacu;0
  Ibiraçu;  Itaguacu;0
  Itaguacu;  Itaguacu;0
  Itaunas;  Itaguacu;0
  Jerônimo Monteiro;  Itaguacu;0
  Joao Neiva;  Itaguacu;0
  Laranja da Terra;  Itaguacu;0
  Linhares;  Itaguacu;0
  Marataizes;  Itaguacu;0
  Montanha;  Itaguacu;0
  Muniz Freire;  Itaguacu;0
  Nova Venécia;  Itaguacu;0
  Pancas;  Itaguacu;0
  Pinheiros;  Itaguacu;0
  Presidente Kennedy;  Itaguacu;0
  Santa Leopoldina;  Itaguacu;0
  Santa Teresa;  Itaguacu;0
  Sao Gabriel da Palha;  Itaguacu;0
  Sao Mateus;  Itaguacu;0
  Vila Pavao;  Itaguacu;0
RMGV - Cariacica;  Itaguacu;0
RMGV - Fundao;  Itaguacu;0
RMGV - Serra;  Itaguacu;0
RMGV - Viana;  Itaguacu;0
RMGV - Vila Velha;  Itaguacu;0
RMGV - Vitoria;  Itaguacu;0
RMGV; Itapebi;0
desconhecido - BA; Itapebi;0
desconhecido - CE; Itapebi;0
desconhecido - MA; Itapebi;0
desconhecido - MG; Itapebi;0
desconhecido - PE; Itapebi;0
desconhecido - PI; Itapebi;0
desconhecido - PR; Itapebi;0
  Santa Luzia do norte; Itapebi;0
 Almadino; Itapebi;0
 Aurelino Leal; Itapebi;0
 Camacan; Itapebi;0
 Canavieiras; Itapebi;0
 Caravelas; Itapebi;0
 Carlos Chagas; Itapebi;0
 Eunapolis; Itapebi;0
 Guaratinga; Itapebi;0
 Ibicarai; Itapebi;0
 Ilheus; Itapebi;0
 Itabuna; Itapebi;0
 Itajuipe; Itapebi;0
 Itamaraju; Itapebi;0
 Itanhem; Itapebi;0
 Itapemirim; Itapebi;0
 Itubera; Itapebi;0
 Medeiros Neto; Itapebi;0
 Mucuri; Itapebi;0
 Nova Itarana; Itapebi;0
 Nova Viçosa; Itapebi;0
 Oruçu; Itapebi;0
 Paulo Afonso; Itapebi;0
 Porto Seguro; Itapebi;0
 Potiragua; Itapebi;0
 Prado; Itapebi;0
 Salvador; Itapebi;0
 Teixeira de Freitas; Itapebi;0
 Una; Itapebi;0
 Uruçuba; Itapebi;0
 Valencia; Itapebi;0
 Vitoria da Conquista; Itapebi;0
 Acopiara; Itapebi;0
 Goiania; Itapebi;0
 Araujos; Itapebi;0
 Imperatriz; Itapebi;0
 Sao Luis; Itapebi;0
   Aimorés; Itapebi;0
   Belo Horizonte; Itapebi;0
   Bertopolis; Itapebi;0
   Cachoeira da Prata; Itapebi;0
   Caete; Itapebi;0
   Carangola; Itapebi;0
   Caratinga; Itapebi;0
   Conceiçao Capim; Itapebi;0
   Conselheiro Pena; Itapebi;0
   Governador Valadares; Itapebi;0
   Iapu; Itapebi;0
   Ipatinga; Itapebi;0
   Itabira; Itapebi;0
   Itabirim de Mantena; Itapebi;0
   Itanhomi; Itapebi;0
   Itauna; Itapebi;0
   Januaria; Itapebi;0
   Joao Monlevade; Itapebi;0
   Juaima; Itapebi;0
   Ladainha; Itapebi;0
   Lajinhas; Itapebi;0
   Mantena; Itapebi;0
   Mantenopolis; Itapebi;0
   Matipo; Itapebi;0
   Miradouro; Itapebi;0
   Mirai; Itapebi;0
   Mutum; Itapebi;0
   Nanuque; Itapebi;0
   Nova Era; Itapebi;0
   Nova Lima; Itapebi;0
   Ouro Branco; Itapebi;0
   Pocrane; Itapebi;0
   Resplendor; Itapebi;0
   Rio Casca; Itapebi;0
   Salto da Divisa; Itapebi;0
   Santa Luzia; Itapebi;0
   Santo Antonio de Pádua; Itapebi;0
   Sao Manoel de Mutu; Itapebi;0
   Teofilo Otoni; Itapebi;0
   Timoteo; Itapebi;0
   Ubaitaba; Itapebi;0
   Valadares; Itapebi;0
   Varginha; Itapebi;0
  Paraiba; Itapebi;0
  Jatoba; Itapebi;0
  Recife; Itapebi;0
  Parnaíba; Itapebi;0
  Campos Dos Goytacazes; Itapebi;0
  Casemiro De Abreu; Itapebi;0
  Mage; Itapebi;0
  Miguel Pereira; Itapebi;0
  Nova Iguaçu; Itapebi;0
  Parati; Itapebi;0
  Penha; Itapebi;0
  Rio de Janeiro; Itapebi;0
  Volta Redonda; Itapebi;0
  Natal; Itapebi;0
  Cachoeiro do Sul; Itapebi;0
  Guaibes; Itapebi;0
  Santa Barbara do Oeste; Itapebi;0
  Santo Andre; Itapebi;0
  Sao Paulo; Itapebi;0
 Cajueiro; Itapebi;0
 Itapebi; Itapebi;0
  Afonso Claudio; Itapebi;0
  Aguia Branca; Itapebi;0
  Apiaca; Itapebi;0
  Aracruz; Itapebi;0
  Baixo Guandu; Itapebi;0
  Barra de São Francisco; Itapebi;0
  Cachoeiro de Itapemirim; Itapebi;0
  Castelo; Itapebi;0
  Colatina; Itapebi;0
  Conceicao da Barra; Itapebi;0
  Conselheiro Pena; Itapebi;0
  Domingos Martins; Itapebi;0
  Ecoporanga; Itapebi;0
  Governador Lindemberg; Itapebi;0
  Ibatiba; Itapebi;0
  Ibiraçu; Itapebi;0
  Itaguacu; Itapebi;0
  Itaunas; Itapebi;0
  Jerônimo Monteiro; Itapebi;0
  Joao Neiva; Itapebi;0
  Laranja da Terra; Itapebi;0
  Linhares; Itapebi;0
  Marataizes; Itapebi;0
  Montanha; Itapebi;0
  Muniz Freire; Itapebi;0
  Nova Venécia; Itapebi;0
  Pancas; Itapebi;0
  Pinheiros; Itapebi;0
  Presidente Kennedy; Itapebi;0
  Santa Leopoldina; Itapebi;0
  Santa Teresa; Itapebi;0
  Sao Gabriel da Palha; Itapebi;0
  Sao Mateus; Itapebi;0
  Vila Pavao; Itapebi;0
RMGV - Cariacica; Itapebi;0
RMGV - Fundao; Itapebi;0
RMGV - Serra; Itapebi;0
RMGV - Viana; Itapebi;0
RMGV - Vila Velha; Itapebi;0
RMGV - Vitoria; Itapebi;0
RMGV;  Itaunas;0
desconhecido - BA;  Itaunas;0
desconhecido - CE;  Itaunas;0
desconhecido - MA;  Itaunas;0
desconhecido - MG;  Itaunas;0
desconhecido - PE;  Itaunas;0
desconhecido - PI;  Itaunas;0
desconhecido - PR;  Itaunas;0
  Santa Luzia do norte;  Itaunas;0
 Almadino;  Itaunas;0
 Aurelino Leal;  Itaunas;0
 Camacan;  Itaunas;0
 Canavieiras;  Itaunas;0
 Caravelas;  Itaunas;0
 Carlos Chagas;  Itaunas;0
 Eunapolis;  Itaunas;0
 Guaratinga;  Itaunas;0
 Ibicarai;  Itaunas;0
 Ilheus;  Itaunas;0
 Itabuna;  Itaunas;0
 Itajuipe;  Itaunas;0
 Itamaraju;  Itaunas;0
 Itanhem;  Itaunas;0
 Itapemirim;  Itaunas;0
 Itubera;  Itaunas;0
 Medeiros Neto;  Itaunas;0
 Mucuri;  Itaunas;0
 Nova Itarana;  Itaunas;0
 Nova Viçosa;  Itaunas;0
 Oruçu;  Itaunas;0
 Paulo Afonso;  Itaunas;0
 Porto Seguro;  Itaunas;0
 Potiragua;  Itaunas;0
 Prado;  Itaunas;0
 Salvador;  Itaunas;0
 Teixeira de Freitas;  Itaunas;0
 Una;  Itaunas;0
 Uruçuba;  Itaunas;0
 Valencia;  Itaunas;0
 Vitoria da Conquista;  Itaunas;0
 Acopiara;  Itaunas;0
 Goiania;  Itaunas;0
 Araujos;  Itaunas;0
 Imperatriz;  Itaunas;0
 Sao Luis;  Itaunas;0
   Aimorés;  Itaunas;0
   Belo Horizonte;  Itaunas;0
   Bertopolis;  Itaunas;0
   Cachoeira da Prata;  Itaunas;0
   Caete;  Itaunas;0
   Carangola;  Itaunas;0
   Caratinga;  Itaunas;0
   Conceiçao Capim;  Itaunas;0
   Conselheiro Pena;  Itaunas;0
   Governador Valadares;  Itaunas;0
   Iapu;  Itaunas;0
   Ipatinga;  Itaunas;0
   Itabira;  Itaunas;0
   Itabirim de Mantena;  Itaunas;0
   Itanhomi;  Itaunas;0
   Itauna;  Itaunas;0
   Januaria;  Itaunas;0
   Joao Monlevade;  Itaunas;0
   Juaima;  Itaunas;0
   Ladainha;  Itaunas;0
   Lajinhas;  Itaunas;0
   Mantena;  Itaunas;0
   Mantenopolis;  Itaunas;0
   Matipo;  Itaunas;0
   Miradouro;  Itaunas;0
   Mirai;  Itaunas;0
   Mutum;  Itaunas;0
   Nanuque;  Itaunas;0
   Nova Era;  Itaunas;0
   Nova Lima;  Itaunas;0
   Ouro Branco;  Itaunas;0
   Pocrane;  Itaunas;0
   Resplendor;  Itaunas;0
   Rio Casca;  Itaunas;0
   Salto da Divisa;  Itaunas;0
   Santa Luzia;  Itaunas;0
   Santo Antonio de Pádua;  Itaunas;0
   Sao Manoel de Mutu;  Itaunas;0
   Teofilo Otoni;  Itaunas;0
   Timoteo;  Itaunas;0
   Ubaitaba;  Itaunas;0
   Valadares;  Itaunas;0
   Varginha;  Itaunas;0
  Paraiba;  Itaunas;0
  Jatoba;  Itaunas;0
  Recife;  Itaunas;0
  Parnaíba;  Itaunas;0
  Campos Dos Goytacazes;  Itaunas;0
  Casemiro De Abreu;  Itaunas;0
  Mage;  Itaunas;0
  Miguel Pereira;  Itaunas;0
  Nova Iguaçu;  Itaunas;0
  Parati;  Itaunas;0
  Penha;  Itaunas;0
  Rio de Janeiro;  Itaunas;0
  Volta Redonda;  Itaunas;0
  Natal;  Itaunas;0
  Cachoeiro do Sul;  Itaunas;0
  Guaibes;  Itaunas;0
  Santa Barbara do Oeste;  Itaunas;0
  Santo Andre;  Itaunas;0
  Sao Paulo;  Itaunas;0
 Cajueiro;  Itaunas;0
 Itapebi;  Itaunas;0
  Afonso Claudio;  Itaunas;0
  Aguia Branca;  Itaunas;0
  Apiaca;  Itaunas;0
  Aracruz;  Itaunas;0
  Baixo Guandu;  Itaunas;0
  Barra de São Francisco;  Itaunas;0
  Cachoeiro de Itapemirim;  Itaunas;0
  Castelo;  Itaunas;0
  Colatina;  Itaunas;0
  Conceicao da Barra;  Itaunas;0
  Conselheiro Pena;  Itaunas;0
  Domingos Martins;  Itaunas;0
  Ecoporanga;  Itaunas;0
  Governador Lindemberg;  Itaunas;0
  Ibatiba;  Itaunas;0
  Ibiraçu;  Itaunas;0
  Itaguacu;  Itaunas;0
  Itaunas;  Itaunas;0
  Jerônimo Monteiro;  Itaunas;0
  Joao Neiva;  Itaunas;0
  Laranja da Terra;  Itaunas;0
  Linhares;  Itaunas;0
  Marataizes;  Itaunas;0
  Montanha;  Itaunas;0
  Muniz Freire;  Itaunas;0
  Nova Venécia;  Itaunas;0
  Pancas;  Itaunas;0
  Pinheiros;  Itaunas;0
  Presidente Kennedy;  Itaunas;0
  Santa Leopoldina;  Itaunas;0
  Santa Teresa;  Itaunas;0
  Sao Gabriel da Palha;  Itaunas;0
  Sao Mateus;  Itaunas;0
  Vila Pavao;  Itaunas;0
RMGV - Cariacica;  Itaunas;0
RMGV - Fundao;  Itaunas;0
RMGV - Serra;  Itaunas;0
RMGV - Viana;  Itaunas;0
RMGV - Vila Velha;  Itaunas;0
RMGV - Vitoria;  Itaunas;0
RMGV;  Jerônimo Monteiro;0
desconhecido - BA;  Jerônimo Monteiro;0
desconhecido - CE;  Jerônimo Monteiro;0
desconhecido - MA;  Jerônimo Monteiro;0
desconhecido - MG;  Jerônimo Monteiro;0
desconhecido - PE;  Jerônimo Monteiro;0
desconhecido - PI;  Jerônimo Monteiro;0
desconhecido - PR;  Jerônimo Monteiro;0
  Santa Luzia do norte;  Jerônimo Monteiro;0
 Almadino;  Jerônimo Monteiro;0
 Aurelino Leal;  Jerônimo Monteiro;0
 Camacan;  Jerônimo Monteiro;0
 Canavieiras;  Jerônimo Monteiro;0
 Caravelas;  Jerônimo Monteiro;0
 Carlos Chagas;  Jerônimo Monteiro;0
 Eunapolis;  Jerônimo Monteiro;0
 Guaratinga;  Jerônimo Monteiro;0
 Ibicarai;  Jerônimo Monteiro;0
 Ilheus;  Jerônimo Monteiro;0
 Itabuna;  Jerônimo Monteiro;0
 Itajuipe;  Jerônimo Monteiro;0
 Itamaraju;  Jerônimo Monteiro;0
 Itanhem;  Jerônimo Monteiro;0
 Itapemirim;  Jerônimo Monteiro;0
 Itubera;  Jerônimo Monteiro;0
 Medeiros Neto;  Jerônimo Monteiro;0
 Mucuri;  Jerônimo Monteiro;0
 Nova Itarana;  Jerônimo Monteiro;0
 Nova Viçosa;  Jerônimo Monteiro;0
 Oruçu;  Jerônimo Monteiro;0
 Paulo Afonso;  Jerônimo Monteiro;0
 Porto Seguro;  Jerônimo Monteiro;0
 Potiragua;  Jerônimo Monteiro;0
 Prado;  Jerônimo Monteiro;0
 Salvador;  Jerônimo Monteiro;0
 Teixeira de Freitas;  Jerônimo Monteiro;0
 Una;  Jerônimo Monteiro;0
 Uruçuba;  Jerônimo Monteiro;0
 Valencia;  Jerônimo Monteiro;0
 Vitoria da Conquista;  Jerônimo Monteiro;0
 Acopiara;  Jerônimo Monteiro;0
 Goiania;  Jerônimo Monteiro;0
 Araujos;  Jerônimo Monteiro;0
 Imperatriz;  Jerônimo Monteiro;0
 Sao Luis;  Jerônimo Monteiro;0
   Aimorés;  Jerônimo Monteiro;0
   Belo Horizonte;  Jerônimo Monteiro;0
   Bertopolis;  Jerônimo Monteiro;0
   Cachoeira da Prata;  Jerônimo Monteiro;0
   Caete;  Jerônimo Monteiro;0
   Carangola;  Jerônimo Monteiro;0
   Caratinga;  Jerônimo Monteiro;0
   Conceiçao Capim;  Jerônimo Monteiro;0
   Conselheiro Pena;  Jerônimo Monteiro;0
   Governador Valadares;  Jerônimo Monteiro;0
   Iapu;  Jerônimo Monteiro;0
   Ipatinga;  Jerônimo Monteiro;0
   Itabira;  Jerônimo Monteiro;0
   Itabirim de Mantena;  Jerônimo Monteiro;0
   Itanhomi;  Jerônimo Monteiro;0
   Itauna;  Jerônimo Monteiro;0
   Januaria;  Jerônimo Monteiro;0
   Joao Monlevade;  Jerônimo Monteiro;0
   Juaima;  Jerônimo Monteiro;0
   Ladainha;  Jerônimo Monteiro;0
   Lajinhas;  Jerônimo Monteiro;0
   Mantena;  Jerônimo Monteiro;0
   Mantenopolis;  Jerônimo Monteiro;0
   Matipo;  Jerônimo Monteiro;0
   Miradouro;  Jerônimo Monteiro;0
   Mirai;  Jerônimo Monteiro;0
   Mutum;  Jerônimo Monteiro;0
   Nanuque;  Jerônimo Monteiro;0
   Nova Era;  Jerônimo Monteiro;0
   Nova Lima;  Jerônimo Monteiro;0
   Ouro Branco;  Jerônimo Monteiro;0
   Pocrane;  Jerônimo Monteiro;0
   Resplendor;  Jerônimo Monteiro;0
   Rio Casca;  Jerônimo Monteiro;0
   Salto da Divisa;  Jerônimo Monteiro;0
   Santa Luzia;  Jerônimo Monteiro;0
   Santo Antonio de Pádua;  Jerônimo Monteiro;0
   Sao Manoel de Mutu;  Jerônimo Monteiro;0
   Teofilo Otoni;  Jerônimo Monteiro;0
   Timoteo;  Jerônimo Monteiro;0
   Ubaitaba;  Jerônimo Monteiro;0
   Valadares;  Jerônimo Monteiro;0
   Varginha;  Jerônimo Monteiro;0
  Paraiba;  Jerônimo Monteiro;0
  Jatoba;  Jerônimo Monteiro;0
  Recife;  Jerônimo Monteiro;0
  Parnaíba;  Jerônimo Monteiro;0
  Campos Dos Goytacazes;  Jerônimo Monteiro;0
  Casemiro De Abreu;  Jerônimo Monteiro;0
  Mage;  Jerônimo Monteiro;0
  Miguel Pereira;  Jerônimo Monteiro;0
  Nova Iguaçu;  Jerônimo Monteiro;0
  Parati;  Jerônimo Monteiro;0
  Penha;  Jerônimo Monteiro;0
  Rio de Janeiro;  Jerônimo Monteiro;0
  Volta Redonda;  Jerônimo Monteiro;0
  Natal;  Jerônimo Monteiro;0
  Cachoeiro do Sul;  Jerônimo Monteiro;0
  Guaibes;  Jerônimo Monteiro;0
  Santa Barbara do Oeste;  Jerônimo Monteiro;0
  Santo Andre;  Jerônimo Monteiro;0
  Sao Paulo;  Jerônimo Monteiro;0
 Cajueiro;  Jerônimo Monteiro;0
 Itapebi;  Jerônimo Monteiro;0
  Afonso Claudio;  Jerônimo Monteiro;0
  Aguia Branca;  Jerônimo Monteiro;0
  Apiaca;  Jerônimo Monteiro;0
  Aracruz;  Jerônimo Monteiro;0
  Baixo Guandu;  Jerônimo Monteiro;0
  Barra de São Francisco;  Jerônimo Monteiro;0
  Cachoeiro de Itapemirim;  Jerônimo Monteiro;0
  Castelo;  Jerônimo Monteiro;0
  Colatina;  Jerônimo Monteiro;0
  Conceicao da Barra;  Jerônimo Monteiro;0
  Conselheiro Pena;  Jerônimo Monteiro;0
  Domingos Martins;  Jerônimo Monteiro;0
  Ecoporanga;  Jerônimo Monteiro;0
  Governador Lindemberg;  Jerônimo Monteiro;0
  Ibatiba;  Jerônimo Monteiro;0
  Ibiraçu;  Jerônimo Monteiro;0
  Itaguacu;  Jerônimo Monteiro;0
  Itaunas;  Jerônimo Monteiro;0
  Jerônimo Monteiro;  Jerônimo Monteiro;0
  Joao Neiva;  Jerônimo Monteiro;0
  Laranja da Terra;  Jerônimo Monteiro;0
  Linhares;  Jerônimo Monteiro;0
  Marataizes;  Jerônimo Monteiro;0
  Montanha;  Jerônimo Monteiro;0
  Muniz Freire;  Jerônimo Monteiro;0
  Nova Venécia;  Jerônimo Monteiro;0
  Pancas;  Jerônimo Monteiro;0
  Pinheiros;  Jerônimo Monteiro;0
  Presidente Kennedy;  Jerônimo Monteiro;0
  Santa Leopoldina;  Jerônimo Monteiro;0
  Santa Teresa;  Jerônimo Monteiro;0
  Sao Gabriel da Palha;  Jerônimo Monteiro;0
  Sao Mateus;  Jerônimo Monteiro;0
  Vila Pavao;  Jerônimo Monteiro;0
