Orig;dest;flow
   Bertopolis; Canavieiras;0
   Cachoeira da Prata; Canavieiras;0
   Caete; Canavieiras;0
   Carangola; Canavieiras;0
   Caratinga; Canavieiras;0
   Conceiçao Capim; Canavieiras;0
   Conselheiro Pena; Canavieiras;0
   Governador Valadares; Canavieiras;0
   Iapu; Canavieiras;0
   Ipatinga; Canavieiras;0
   Itabira; Canavieiras;0
   Itabirim de Mantena; Canavieiras;0
   Itanhomi; Canavieiras;0
   Itauna; Canavieiras;0
   Januaria; Canavieiras;0
   Joao Monlevade; Canavieiras;0
   Juaima; Canavieiras;0
   Ladainha; Canavieiras;0
   Lajinhas; Canavieiras;0
   Mantena; Canavieiras;0
   Mantenopolis; Canavieiras;0
   Matipo; Canavieiras;0
   Miradouro; Canavieiras;0
   Mirai; Canavieiras;0
   Mutum; Canavieiras;0
   Nanuque; Canavieiras;0
   Nova Era; Canavieiras;0
   Nova Lima; Canavieiras;0
   Ouro Branco; Canavieiras;0
   Pocrane; Canavieiras;0
   Resplendor; Canavieiras;0
   Rio Casca; Canavieiras;0
   Salto da Divisa; Canavieiras;0
   Santa Luzia; Canavieiras;0
   Santo Antonio de Pádua; Canavieiras;0
   Sao Manoel de Mutu; Canavieiras;0
   Teofilo Otoni; Canavieiras;0
   Timoteo; Canavieiras;0
   Ubaitaba; Canavieiras;0
   Valadares; Canavieiras;0
   Varginha; Canavieiras;0
  Paraiba; Canavieiras;0
  Jatoba; Canavieiras;0
  Recife; Canavieiras;0
  Parnaíba; Canavieiras;0
  Campos Dos Goytacazes; Canavieiras;0
  Casemiro De Abreu; Canavieiras;0
  Mage; Canavieiras;0
  Miguel Pereira; Canavieiras;0
  Nova Iguaçu; Canavieiras;0
  Parati; Canavieiras;0
  Penha; Canavieiras;0
  Rio de Janeiro; Canavieiras;0
  Volta Redonda; Canavieiras;0
  Natal; Canavieiras;0
  Cachoeiro do Sul; Canavieiras;0
  Guaibes; Canavieiras;0
  Santa Barbara do Oeste; Canavieiras;0
  Santo Andre; Canavieiras;0
  Sao Paulo; Canavieiras;0
 Cajueiro; Canavieiras;0
 Itapebi; Canavieiras;0
  Afonso Claudio; Canavieiras;0
  Aguia Branca; Canavieiras;0
  Apiaca; Canavieiras;0
  Aracruz; Canavieiras;0
  Baixo Guandu; Canavieiras;0
  Barra de São Francisco; Canavieiras;0
  Cachoeiro de Itapemirim; Canavieiras;0
  Castelo; Canavieiras;0
  Colatina; Canavieiras;0
  Conceicao da Barra; Canavieiras;0
  Conselheiro Pena; Canavieiras;0
  Domingos Martins; Canavieiras;0
  Ecoporanga; Canavieiras;0
  Governador Lindemberg; Canavieiras;0
  Ibatiba; Canavieiras;0
  Ibiraçu; Canavieiras;0
  Itaguacu; Canavieiras;0
  Itaunas; Canavieiras;0
  Jerônimo Monteiro; Canavieiras;0
  Joao Neiva; Canavieiras;0
  Laranja da Terra; Canavieiras;0
  Linhares; Canavieiras;0
  Marataizes; Canavieiras;0
  Montanha; Canavieiras;0
  Muniz Freire; Canavieiras;0
  Nova Venécia; Canavieiras;0
  Pancas; Canavieiras;0
  Pinheiros; Canavieiras;0
  Presidente Kennedy; Canavieiras;0
  Santa Leopoldina; Canavieiras;0
  Santa Teresa; Canavieiras;0
  Sao Gabriel da Palha; Canavieiras;0
  Sao Mateus; Canavieiras;0
  Vila Pavao; Canavieiras;0
RMGV - Cariacica; Canavieiras;0
RMGV - Fundao; Canavieiras;0
RMGV - Serra; Canavieiras;0
RMGV - Viana; Canavieiras;0
RMGV - Vila Velha; Canavieiras;0
RMGV - Vitoria; Canavieiras;0
RMGV; Caravelas;0
desconhecido - BA; Caravelas;0
desconhecido - CE; Caravelas;0
desconhecido - MA; Caravelas;0
desconhecido - MG; Caravelas;0
desconhecido - PE; Caravelas;0
desconhecido - PI; Caravelas;0
desconhecido - PR; Caravelas;0
  Santa Luzia do norte; Caravelas;0
 Almadino; Caravelas;0
 Aurelino Leal; Caravelas;0
 Camacan; Caravelas;0
 Canavieiras; Caravelas;0
 Caravelas; Caravelas;0
 Carlos Chagas; Caravelas;0
 Eunapolis; Caravelas;0
 Guaratinga; Caravelas;0
 Ibicarai; Caravelas;0
 Ilheus; Caravelas;0
 Itabuna; Caravelas;0
 Itajuipe; Caravelas;0
 Itamaraju; Caravelas;0
 Itanhem; Caravelas;0
 Itapemirim; Caravelas;0
 Itubera; Caravelas;0
 Medeiros Neto; Caravelas;0
 Mucuri; Caravelas;0
 Nova Itarana; Caravelas;0
 Nova Viçosa; Caravelas;0
 Oruçu; Caravelas;0
 Paulo Afonso; Caravelas;0
 Porto Seguro; Caravelas;0
 Potiragua; Caravelas;0
 Prado; Caravelas;0
 Salvador; Caravelas;0
 Teixeira de Freitas; Caravelas;0
 Una; Caravelas;0
 Uruçuba; Caravelas;0
 Valencia; Caravelas;0
 Vitoria da Conquista; Caravelas;0
 Acopiara; Caravelas;0
 Goiania; Caravelas;0
 Araujos; Caravelas;0
 Imperatriz; Caravelas;0
 Sao Luis; Caravelas;0
   Aimorés; Caravelas;0
   Belo Horizonte; Caravelas;0
   Bertopolis; Caravelas;0
   Cachoeira da Prata; Caravelas;0
   Caete; Caravelas;0
   Carangola; Caravelas;0
   Caratinga; Caravelas;0
   Conceiçao Capim; Caravelas;0
   Conselheiro Pena; Caravelas;0
   Governador Valadares; Caravelas;0
   Iapu; Caravelas;0
   Ipatinga; Caravelas;0
   Itabira; Caravelas;0
   Itabirim de Mantena; Caravelas;0
   Itanhomi; Caravelas;0
   Itauna; Caravelas;0
   Januaria; Caravelas;0
   Joao Monlevade; Caravelas;0
   Juaima; Caravelas;0
   Ladainha; Caravelas;0
   Lajinhas; Caravelas;0
   Mantena; Caravelas;0
   Mantenopolis; Caravelas;0
   Matipo; Caravelas;0
   Miradouro; Caravelas;0
   Mirai; Caravelas;0
   Mutum; Caravelas;0
   Nanuque; Caravelas;0
   Nova Era; Caravelas;0
   Nova Lima; Caravelas;0
   Ouro Branco; Caravelas;0
   Pocrane; Caravelas;0
   Resplendor; Caravelas;0
   Rio Casca; Caravelas;0
   Salto da Divisa; Caravelas;0
   Santa Luzia; Caravelas;0
   Santo Antonio de Pádua; Caravelas;0
   Sao Manoel de Mutu; Caravelas;0
   Teofilo Otoni; Caravelas;0
   Timoteo; Caravelas;0
   Ubaitaba; Caravelas;0
   Valadares; Caravelas;0
   Varginha; Caravelas;0
  Paraiba; Caravelas;0
  Jatoba; Caravelas;0
  Recife; Caravelas;0
  Parnaíba; Caravelas;0
  Campos Dos Goytacazes; Caravelas;0
  Casemiro De Abreu; Caravelas;0
  Mage; Caravelas;0
  Miguel Pereira; Caravelas;0
  Nova Iguaçu; Caravelas;0
  Parati; Caravelas;0
  Penha; Caravelas;0
  Rio de Janeiro; Caravelas;0
  Volta Redonda; Caravelas;0
  Natal; Caravelas;0
  Cachoeiro do Sul; Caravelas;0
  Guaibes; Caravelas;0
  Santa Barbara do Oeste; Caravelas;0
  Santo Andre; Caravelas;0
  Sao Paulo; Caravelas;0
 Cajueiro; Caravelas;0
 Itapebi; Caravelas;0
  Afonso Claudio; Caravelas;0
  Aguia Branca; Caravelas;0
  Apiaca; Caravelas;0
  Aracruz; Caravelas;0
  Baixo Guandu; Caravelas;0
  Barra de São Francisco; Caravelas;0
  Cachoeiro de Itapemirim; Caravelas;0
  Castelo; Caravelas;0
  Colatina; Caravelas;0
  Conceicao da Barra; Caravelas;0
  Conselheiro Pena; Caravelas;0
  Domingos Martins; Caravelas;0
  Ecoporanga; Caravelas;0
  Governador Lindemberg; Caravelas;0
  Ibatiba; Caravelas;0
  Ibiraçu; Caravelas;0
  Itaguacu; Caravelas;0
  Itaunas; Caravelas;0
  Jerônimo Monteiro; Caravelas;0
  Joao Neiva; Caravelas;0
  Laranja da Terra; Caravelas;0
  Linhares; Caravelas;0
  Marataizes; Caravelas;0
  Montanha; Caravelas;0
  Muniz Freire; Caravelas;0
  Nova Venécia; Caravelas;0
  Pancas; Caravelas;0
  Pinheiros; Caravelas;0
  Presidente Kennedy; Caravelas;0
  Santa Leopoldina; Caravelas;0
  Santa Teresa; Caravelas;0
  Sao Gabriel da Palha; Caravelas;0
  Sao Mateus; Caravelas;0
  Vila Pavao; Caravelas;0
RMGV - Cariacica; Caravelas;0
RMGV - Fundao; Caravelas;0
RMGV - Serra; Caravelas;0
RMGV - Viana; Caravelas;0
RMGV - Vila Velha; Caravelas;0
RMGV - Vitoria; Caravelas;0
RMGV; Carlos Chagas;0
desconhecido - BA; Carlos Chagas;0
desconhecido - CE; Carlos Chagas;0
desconhecido - MA; Carlos Chagas;0
desconhecido - MG; Carlos Chagas;0
desconhecido - PE; Carlos Chagas;0
desconhecido - PI; Carlos Chagas;0
desconhecido - PR; Carlos Chagas;0
  Santa Luzia do norte; Carlos Chagas;0
 Almadino; Carlos Chagas;0
 Aurelino Leal; Carlos Chagas;0
 Camacan; Carlos Chagas;0
 Canavieiras; Carlos Chagas;0
 Caravelas; Carlos Chagas;0
 Carlos Chagas; Carlos Chagas;0
 Eunapolis; Carlos Chagas;0
 Guaratinga; Carlos Chagas;0
 Ibicarai; Carlos Chagas;0
 Ilheus; Carlos Chagas;0
 Itabuna; Carlos Chagas;0
 Itajuipe; Carlos Chagas;0
 Itamaraju; Carlos Chagas;0
 Itanhem; Carlos Chagas;0
 Itapemirim; Carlos Chagas;0
 Itubera; Carlos Chagas;0
 Medeiros Neto; Carlos Chagas;0
 Mucuri; Carlos Chagas;0
 Nova Itarana; Carlos Chagas;0
 Nova Viçosa; Carlos Chagas;0
 Oruçu; Carlos Chagas;0
 Paulo Afonso; Carlos Chagas;0
 Porto Seguro; Carlos Chagas;0
 Potiragua; Carlos Chagas;0
 Prado; Carlos Chagas;0
 Salvador; Carlos Chagas;0
 Teixeira de Freitas; Carlos Chagas;0
 Una; Carlos Chagas;0
 Uruçuba; Carlos Chagas;0
 Valencia; Carlos Chagas;0
 Vitoria da Conquista; Carlos Chagas;0
 Acopiara; Carlos Chagas;0
 Goiania; Carlos Chagas;0
 Araujos; Carlos Chagas;0
 Imperatriz; Carlos Chagas;0
 Sao Luis; Carlos Chagas;0
   Aimorés; Carlos Chagas;0
   Belo Horizonte; Carlos Chagas;0
   Bertopolis; Carlos Chagas;0
   Cachoeira da Prata; Carlos Chagas;0
   Caete; Carlos Chagas;0
   Carangola; Carlos Chagas;0
   Caratinga; Carlos Chagas;0
   Conceiçao Capim; Carlos Chagas;0
   Conselheiro Pena; Carlos Chagas;0
   Governador Valadares; Carlos Chagas;0
   Iapu; Carlos Chagas;0
   Ipatinga; Carlos Chagas;0
   Itabira; Carlos Chagas;0
   Itabirim de Mantena; Carlos Chagas;0
   Itanhomi; Carlos Chagas;0
   Itauna; Carlos Chagas;0
   Januaria; Carlos Chagas;0
   Joao Monlevade; Carlos Chagas;0
   Juaima; Carlos Chagas;0
   Ladainha; Carlos Chagas;0
   Lajinhas; Carlos Chagas;0
   Mantena; Carlos Chagas;0
   Mantenopolis; Carlos Chagas;0
   Matipo; Carlos Chagas;0
   Miradouro; Carlos Chagas;0
   Mirai; Carlos Chagas;0
   Mutum; Carlos Chagas;0
   Nanuque; Carlos Chagas;0
   Nova Era; Carlos Chagas;0
   Nova Lima; Carlos Chagas;0
   Ouro Branco; Carlos Chagas;0
   Pocrane; Carlos Chagas;0
   Resplendor; Carlos Chagas;0
   Rio Casca; Carlos Chagas;0
   Salto da Divisa; Carlos Chagas;0
   Santa Luzia; Carlos Chagas;0
   Santo Antonio de Pádua; Carlos Chagas;0
   Sao Manoel de Mutu; Carlos Chagas;0
   Teofilo Otoni; Carlos Chagas;0
   Timoteo; Carlos Chagas;0
   Ubaitaba; Carlos Chagas;0
   Valadares; Carlos Chagas;0
   Varginha; Carlos Chagas;0
  Paraiba; Carlos Chagas;0
  Jatoba; Carlos Chagas;0
  Recife; Carlos Chagas;0
  Parnaíba; Carlos Chagas;0
  Campos Dos Goytacazes; Carlos Chagas;0
  Casemiro De Abreu; Carlos Chagas;0
  Mage; Carlos Chagas;0
  Miguel Pereira; Carlos Chagas;0
  Nova Iguaçu; Carlos Chagas;0
  Parati; Carlos Chagas;0
  Penha; Carlos Chagas;0
  Rio de Janeiro; Carlos Chagas;0
  Volta Redonda; Carlos Chagas;0
  Natal; Carlos Chagas;0
  Cachoeiro do Sul; Carlos Chagas;0
  Guaibes; Carlos Chagas;0
  Santa Barbara do Oeste; Carlos Chagas;0
  Santo Andre; Carlos Chagas;0
  Sao Paulo; Carlos Chagas;0
 Cajueiro; Carlos Chagas;0
 Itapebi; Carlos Chagas;0
  Afonso Claudio; Carlos Chagas;0
  Aguia Branca; Carlos Chagas;0
  Apiaca; Carlos Chagas;0
  Aracruz; Carlos Chagas;0
  Baixo Guandu; Carlos Chagas;0
  Barra de São Francisco; Carlos Chagas;0
  Cachoeiro de Itapemirim; Carlos Chagas;0
  Castelo; Carlos Chagas;0
  Colatina; Carlos Chagas;0
  Conceicao da Barra; Carlos Chagas;0
  Conselheiro Pena; Carlos Chagas;0
  Domingos Martins; Carlos Chagas;0
  Ecoporanga; Carlos Chagas;0
  Governador Lindemberg; Carlos Chagas;0
  Ibatiba; Carlos Chagas;0
  Ibiraçu; Carlos Chagas;0
  Itaguacu; Carlos Chagas;0
  Itaunas; Carlos Chagas;0
  Jerônimo Monteiro; Carlos Chagas;0
  Joao Neiva; Carlos Chagas;0
  Laranja da Terra; Carlos Chagas;0
  Linhares; Carlos Chagas;0
  Marataizes; Carlos Chagas;0
  Montanha; Carlos Chagas;0
  Muniz Freire; Carlos Chagas;0
  Nova Venécia; Carlos Chagas;0
  Pancas; Carlos Chagas;0
  Pinheiros; Carlos Chagas;0
  Presidente Kennedy; Carlos Chagas;0
  Santa Leopoldina; Carlos Chagas;0
  Santa Teresa; Carlos Chagas;0
  Sao Gabriel da Palha; Carlos Chagas;0
  Sao Mateus; Carlos Chagas;0
  Vila Pavao; Carlos Chagas;0
RMGV - Cariacica; Carlos Chagas;0
RMGV - Fundao; Carlos Chagas;0
RMGV - Serra; Carlos Chagas;0
RMGV - Viana; Carlos Chagas;0
RMGV - Vila Velha; Carlos Chagas;0
RMGV - Vitoria; Carlos Chagas;0
RMGV; Eunapolis;0
desconhecido - BA; Eunapolis;0
desconhecido - CE; Eunapolis;0
desconhecido - MA; Eunapolis;0
desconhecido - MG; Eunapolis;0
desconhecido - PE; Eunapolis;0
desconhecido - PI; Eunapolis;0
desconhecido - PR; Eunapolis;0
  Santa Luzia do norte; Eunapolis;0
 Almadino; Eunapolis;0
 Aurelino Leal; Eunapolis;0
 Camacan; Eunapolis;0
 Canavieiras; Eunapolis;0
 Caravelas; Eunapolis;0
 Carlos Chagas; Eunapolis;0
 Eunapolis; Eunapolis;0
 Guaratinga; Eunapolis;0
 Ibicarai; Eunapolis;0
 Ilheus; Eunapolis;0
 Itabuna; Eunapolis;0
 Itajuipe; Eunapolis;0
 Itamaraju; Eunapolis;0
 Itanhem; Eunapolis;0
 Itapemirim; Eunapolis;0
 Itubera; Eunapolis;0
 Medeiros Neto; Eunapolis;0
 Mucuri; Eunapolis;0
 Nova Itarana; Eunapolis;0
 Nova Viçosa; Eunapolis;0
 Oruçu; Eunapolis;0
 Paulo Afonso; Eunapolis;0
 Porto Seguro; Eunapolis;0
 Potiragua; Eunapolis;0
 Prado; Eunapolis;0
 Salvador; Eunapolis;0
 Teixeira de Freitas; Eunapolis;0
 Una; Eunapolis;0
 Uruçuba; Eunapolis;0
 Valencia; Eunapolis;0
 Vitoria da Conquista; Eunapolis;0
 Acopiara; Eunapolis;0
 Goiania; Eunapolis;0
 Araujos; Eunapolis;0
 Imperatriz; Eunapolis;0
 Sao Luis; Eunapolis;0
   Aimorés; Eunapolis;0
   Belo Horizonte; Eunapolis;0
   Bertopolis; Eunapolis;0
   Cachoeira da Prata; Eunapolis;0
   Caete; Eunapolis;0
   Carangola; Eunapolis;0
   Caratinga; Eunapolis;0
   Conceiçao Capim; Eunapolis;0
   Conselheiro Pena; Eunapolis;0
   Governador Valadares; Eunapolis;0
   Iapu; Eunapolis;0
   Ipatinga; Eunapolis;0
   Itabira; Eunapolis;0
   Itabirim de Mantena; Eunapolis;0
   Itanhomi; Eunapolis;0
   Itauna; Eunapolis;0
   Januaria; Eunapolis;0
   Joao Monlevade; Eunapolis;0
   Juaima; Eunapolis;0
   Ladainha; Eunapolis;0
   Lajinhas; Eunapolis;0
   Mantena; Eunapolis;0
   Mantenopolis; Eunapolis;0
   Matipo; Eunapolis;0
   Miradouro; Eunapolis;0
   Mirai; Eunapolis;0
   Mutum; Eunapolis;0
   Nanuque; Eunapolis;0
   Nova Era; Eunapolis;0
   Nova Lima; Eunapolis;0
   Ouro Branco; Eunapolis;0
   Pocrane; Eunapolis;0
   Resplendor; Eunapolis;0
   Rio Casca; Eunapolis;0
   Salto da Divisa; Eunapolis;0
   Santa Luzia; Eunapolis;0
   Santo Antonio de Pádua; Eunapolis;0
   Sao Manoel de Mutu; Eunapolis;0
   Teofilo Otoni; Eunapolis;0
   Timoteo; Eunapolis;0
   Ubaitaba; Eunapolis;0
   Valadares; Eunapolis;0
   Varginha; Eunapolis;0
  Paraiba; Eunapolis;0
  Jatoba; Eunapolis;0
  Recife; Eunapolis;0
  Parnaíba; Eunapolis;0
  Campos Dos Goytacazes; Eunapolis;0
  Casemiro De Abreu; Eunapolis;0
  Mage; Eunapolis;0
  Miguel Pereira; Eunapolis;0
  Nova Iguaçu; Eunapolis;0
  Parati; Eunapolis;0
  Penha; Eunapolis;0
  Rio de Janeiro; Eunapolis;0
  Volta Redonda; Eunapolis;0
  Natal; Eunapolis;0
  Cachoeiro do Sul; Eunapolis;0
  Guaibes; Eunapolis;0
  Santa Barbara do Oeste; Eunapolis;0
  Santo Andre; Eunapolis;0
  Sao Paulo; Eunapolis;0
 Cajueiro; Eunapolis;0
 Itapebi; Eunapolis;0
  Afonso Claudio; Eunapolis;0
  Aguia Branca; Eunapolis;0
  Apiaca; Eunapolis;0
  Aracruz; Eunapolis;0
  Baixo Guandu; Eunapolis;0
  Barra de São Francisco; Eunapolis;0
  Cachoeiro de Itapemirim; Eunapolis;0
  Castelo; Eunapolis;0
  Colatina; Eunapolis;0
  Conceicao da Barra; Eunapolis;0
  Conselheiro Pena; Eunapolis;0
  Domingos Martins; Eunapolis;0
  Ecoporanga; Eunapolis;0
  Governador Lindemberg; Eunapolis;0
  Ibatiba; Eunapolis;0
  Ibiraçu; Eunapolis;0
  Itaguacu; Eunapolis;0
  Itaunas; Eunapolis;0
  Jerônimo Monteiro; Eunapolis;0
  Joao Neiva; Eunapolis;0
  Laranja da Terra; Eunapolis;0
  Linhares; Eunapolis;0
  Marataizes; Eunapolis;0
  Montanha; Eunapolis;0
  Muniz Freire; Eunapolis;0
  Nova Venécia; Eunapolis;0
  Pancas; Eunapolis;0
  Pinheiros; Eunapolis;0
  Presidente Kennedy; Eunapolis;0
  Santa Leopoldina; Eunapolis;0
  Santa Teresa; Eunapolis;0
  Sao Gabriel da Palha; Eunapolis;0
  Sao Mateus; Eunapolis;0
  Vila Pavao; Eunapolis;0
RMGV - Cariacica; Eunapolis;0
RMGV - Fundao; Eunapolis;0
RMGV - Serra; Eunapolis;0
RMGV - Viana; Eunapolis;0
RMGV - Vila Velha; Eunapolis;0
RMGV - Vitoria; Eunapolis;0
RMGV; Guaratinga;0
desconhecido - BA; Guaratinga;0
desconhecido - CE; Guaratinga;0
desconhecido - MA; Guaratinga;0
desconhecido - MG; Guaratinga;0
desconhecido - PE; Guaratinga;0
desconhecido - PI; Guaratinga;0
desconhecido - PR; Guaratinga;0
  Santa Luzia do norte; Guaratinga;0
 Almadino; Guaratinga;0
 Aurelino Leal; Guaratinga;0
 Camacan; Guaratinga;0
 Canavieiras; Guaratinga;0
 Caravelas; Guaratinga;0
 Carlos Chagas; Guaratinga;0
 Eunapolis; Guaratinga;0
 Guaratinga; Guaratinga;0
 Ibicarai; Guaratinga;0
 Ilheus; Guaratinga;0
 Itabuna; Guaratinga;0
 Itajuipe; Guaratinga;0
 Itamaraju; Guaratinga;0
 Itanhem; Guaratinga;0
 Itapemirim; Guaratinga;0
 Itubera; Guaratinga;0
 Medeiros Neto; Guaratinga;0
 Mucuri; Guaratinga;0
 Nova Itarana; Guaratinga;0
 Nova Viçosa; Guaratinga;0
 Oruçu; Guaratinga;0
 Paulo Afonso; Guaratinga;0
 Porto Seguro; Guaratinga;0
 Potiragua; Guaratinga;0
 Prado; Guaratinga;0
 Salvador; Guaratinga;0
 Teixeira de Freitas; Guaratinga;0
 Una; Guaratinga;0
 Uruçuba; Guaratinga;0
 Valencia; Guaratinga;0
 Vitoria da Conquista; Guaratinga;0
 Acopiara; Guaratinga;0
 Goiania; Guaratinga;0
 Araujos; Guaratinga;0
 Imperatriz; Guaratinga;0
 Sao Luis; Guaratinga;0
   Aimorés; Guaratinga;0
   Belo Horizonte; Guaratinga;0
   Bertopolis; Guaratinga;0
   Cachoeira da Prata; Guaratinga;0
   Caete; Guaratinga;0
   Carangola; Guaratinga;0
   Caratinga; Guaratinga;0
   Conceiçao Capim; Guaratinga;0
   Conselheiro Pena; Guaratinga;0
   Governador Valadares; Guaratinga;0
   Iapu; Guaratinga;0
   Ipatinga; Guaratinga;0
   Itabira; Guaratinga;0
   Itabirim de Mantena; Guaratinga;0
   Itanhomi; Guaratinga;0
   Itauna; Guaratinga;0
   Januaria; Guaratinga;0
   Joao Monlevade; Guaratinga;0
   Juaima; Guaratinga;0
   Ladainha; Guaratinga;0
   Lajinhas; Guaratinga;0
   Mantena; Guaratinga;0
   Mantenopolis; Guaratinga;0
   Matipo; Guaratinga;0
   Miradouro; Guaratinga;0
   Mirai; Guaratinga;0
   Mutum; Guaratinga;0
   Nanuque; Guaratinga;0
   Nova Era; Guaratinga;0
   Nova Lima; Guaratinga;0
   Ouro Branco; Guaratinga;0
   Pocrane; Guaratinga;0
   Resplendor; Guaratinga;0
   Rio Casca; Guaratinga;0
   Salto da Divisa; Guaratinga;0
   Santa Luzia; Guaratinga;0
   Santo Antonio de Pádua; Guaratinga;0
   Sao Manoel de Mutu; Guaratinga;0
   Teofilo Otoni; Guaratinga;0
   Timoteo; Guaratinga;0
   Ubaitaba; Guaratinga;0
   Valadares; Guaratinga;0
   Varginha; Guaratinga;0
  Paraiba; Guaratinga;0
  Jatoba; Guaratinga;0
  Recife; Guaratinga;0
  Parnaíba; Guaratinga;0
  Campos Dos Goytacazes; Guaratinga;0
  Casemiro De Abreu; Guaratinga;0
  Mage; Guaratinga;0
  Miguel Pereira; Guaratinga;0
  Nova Iguaçu; Guaratinga;0
  Parati; Guaratinga;0
  Penha; Guaratinga;0
  Rio de Janeiro; Guaratinga;0
  Volta Redonda; Guaratinga;0
  Natal; Guaratinga;0
  Cachoeiro do Sul; Guaratinga;0
  Guaibes; Guaratinga;0
  Santa Barbara do Oeste; Guaratinga;0
  Santo Andre; Guaratinga;0
  Sao Paulo; Guaratinga;0
 Cajueiro; Guaratinga;0
 Itapebi; Guaratinga;0
  Afonso Claudio; Guaratinga;0
  Aguia Branca; Guaratinga;0
  Apiaca; Guaratinga;0
  Aracruz; Guaratinga;0
  Baixo Guandu; Guaratinga;0
  Barra de São Francisco; Guaratinga;0
  Cachoeiro de Itapemirim; Guaratinga;0
  Castelo; Guaratinga;0
  Colatina; Guaratinga;0
  Conceicao da Barra; Guaratinga;0
  Conselheiro Pena; Guaratinga;0
  Domingos Martins; Guaratinga;0
  Ecoporanga; Guaratinga;0
  Governador Lindemberg; Guaratinga;0
  Ibatiba; Guaratinga;0
  Ibiraçu; Guaratinga;0
  Itaguacu; Guaratinga;0
  Itaunas; Guaratinga;0
  Jerônimo Monteiro; Guaratinga;0
  Joao Neiva; Guaratinga;0
  Laranja da Terra; Guaratinga;0
  Linhares; Guaratinga;0
  Marataizes; Guaratinga;0
  Montanha; Guaratinga;0
  Muniz Freire; Guaratinga;0
  Nova Venécia; Guaratinga;0
  Pancas; Guaratinga;0
  Pinheiros; Guaratinga;0
  Presidente Kennedy; Guaratinga;0
  Santa Leopoldina; Guaratinga;0
  Santa Teresa; Guaratinga;0
  Sao Gabriel da Palha; Guaratinga;0
  Sao Mateus; Guaratinga;0
  Vila Pavao; Guaratinga;0
RMGV - Cariacica; Guaratinga;0
RMGV - Fundao; Guaratinga;0
RMGV - Serra; Guaratinga;0
RMGV - Viana; Guaratinga;0
RMGV - Vila Velha; Guaratinga;0
RMGV - Vitoria; Guaratinga;0
RMGV; Ibicarai;0
desconhecido - BA; Ibicarai;0
desconhecido - CE; Ibicarai;0
desconhecido - MA; Ibicarai;0
desconhecido - MG; Ibicarai;0
desconhecido - PE; Ibicarai;0
desconhecido - PI; Ibicarai;0
desconhecido - PR; Ibicarai;0
  Santa Luzia do norte; Ibicarai;0
 Almadino; Ibicarai;0
 Aurelino Leal; Ibicarai;0
 Camacan; Ibicarai;0
 Canavieiras; Ibicarai;0
 Caravelas; Ibicarai;0
 Carlos Chagas; Ibicarai;0
 Eunapolis; Ibicarai;0
 Guaratinga; Ibicarai;0
 Ibicarai; Ibicarai;0
 Ilheus; Ibicarai;0
 Itabuna; Ibicarai;0
 Itajuipe; Ibicarai;0
 Itamaraju; Ibicarai;0
 Itanhem; Ibicarai;0
 Itapemirim; Ibicarai;0
 Itubera; Ibicarai;0
 Medeiros Neto; Ibicarai;0
 Mucuri; Ibicarai;0
 Nova Itarana; Ibicarai;0
 Nova Viçosa; Ibicarai;0
 Oruçu; Ibicarai;0
 Paulo Afonso; Ibicarai;0
 Porto Seguro; Ibicarai;0
 Potiragua; Ibicarai;0
 Prado; Ibicarai;0
 Salvador; Ibicarai;0
 Teixeira de Freitas; Ibicarai;0
 Una; Ibicarai;0
 Uruçuba; Ibicarai;0
 Valencia; Ibicarai;0
 Vitoria da Conquista; Ibicarai;0
 Acopiara; Ibicarai;0
 Goiania; Ibicarai;0
 Araujos; Ibicarai;0
 Imperatriz; Ibicarai;0
 Sao Luis; Ibicarai;0
   Aimorés; Ibicarai;0
   Belo Horizonte; Ibicarai;0
   Bertopolis; Ibicarai;0
   Cachoeira da Prata; Ibicarai;0
   Caete; Ibicarai;0
   Carangola; Ibicarai;0
   Caratinga; Ibicarai;0
   Conceiçao Capim; Ibicarai;0
   Conselheiro Pena; Ibicarai;0
   Governador Valadares; Ibicarai;0
